Price,Adj Close,Close,High,Low,Open,Volume
2024-10-10 00:00:00+00:00,227.75820922851562,229.0399932861328,229.5,227.1699981689453,227.77999877929688,28183500
2024-10-11 00:00:00+00:00,226.27651977539062,227.5500030517578,229.41000366210938,227.33999633789062,229.3000030517578,31759200
2024-10-14 00:00:00+00:00,230.0055389404297,231.3000030517578,231.72999572753906,228.60000610351562,228.6999969482422,39882100
2024-10-15 00:00:00+00:00,232.54127502441406,233.85000610351562,237.49000549316406,232.3699951171875,233.61000061035156,64751400
2024-10-16 00:00:00+00:00,230.4828338623047,231.77999877929688,232.1199951171875,229.83999633789062,231.60000610351562,34082200
2024-10-17 00:00:00+00:00,230.85079956054688,232.14999389648438,233.85000610351562,230.52000427246094,233.42999267578125,32993800
2024-10-18 00:00:00+00:00,233.68482971191406,235.0,236.17999267578125,234.00999450683594,236.17999267578125,46431500
2024-10-21 00:00:00+00:00,235.15655517578125,236.47999572753906,236.85000610351562,234.4499969482422,234.4499969482422,36254500
2024-10-22 00:00:00+00:00,234.5400390625,235.86000061035156,236.22000122070312,232.60000610351562,233.88999938964844,38846600
2024-10-23 00:00:00+00:00,229.46856689453125,230.75999450683594,235.13999938964844,227.75999450683594,234.0800018310547,52287000
2024-10-24 00:00:00+00:00,229.27964782714844,230.57000732421875,230.82000732421875,228.41000366210938,229.97999572753906,31109500
2024-10-25 00:00:00+00:00,230.11492919921875,231.41000366210938,233.22000122070312,229.57000732421875,229.74000549316406,38802300
2024-10-28 00:00:00+00:00,232.09378051757812,233.39999389648438,234.72999572753906,232.5500030517578,233.32000732421875,36087100
2024-10-29 00:00:00+00:00,232.36227416992188,233.6699981689453,234.3300018310547,232.32000732421875,233.10000610351562,35417200
2024-10-30 00:00:00+00:00,228.812255859375,230.10000610351562,233.47000122070312,229.5500030517578,232.61000061035156,47070900
2024-10-31 00:00:00+00:00,224.64572143554688,225.91000366210938,229.8300018310547,225.3699951171875,229.33999633789062,64370100
2024-11-01 00:00:00+00:00,221.66250610351562,222.91000366210938,225.35000610351562,220.27000427246094,220.97000122070312,65276700
2024-11-04 00:00:00+00:00,220.76751708984375,222.00999450683594,222.7899932861328,219.7100067138672,220.99000549316406,44944500
2024-11-05 00:00:00+00:00,222.199462890625,223.4499969482422,223.9499969482422,221.13999938964844,221.8000030517578,28111300
2024-11-06 00:00:00+00:00,221.47357177734375,222.72000122070312,226.07000732421875,221.19000244140625,222.61000061035156,54561100
2024-11-07 00:00:00+00:00,226.2069091796875,227.47999572753906,227.8800048828125,224.57000732421875,224.6300048828125,42137700
2024-11-08 00:00:00+00:00,225.93812561035156,226.9600067138672,228.66000366210938,226.41000366210938,227.1699981689453,38328800
2024-11-11 00:00:00+00:00,223.22042846679688,224.22999572753906,225.6999969482422,221.5,225.0,42005600
2024-11-12 00:00:00+00:00,223.22042846679688,224.22999572753906,225.58999633789062,223.36000061035156,224.5500030517578,40398300
2024-11-13 00:00:00+00:00,224.10641479492188,225.1199951171875,226.64999389648438,222.75999450683594,224.00999450683594,48566200
2024-11-14 00:00:00+00:00,227.1924591064453,228.22000122070312,228.8699951171875,225.0,225.02000427246094,44923900
2024-11-15 00:00:00+00:00,223.98695373535156,225.0,226.9199981689453,224.27000427246094,226.39999389648438,47923700
2024-11-18 00:00:00+00:00,226.99337768554688,228.02000427246094,229.74000549316406,225.1699981689453,225.25,44633700
2024-11-19 00:00:00+00:00,227.25218200683594,228.27999877929688,230.16000366210938,226.66000366210938,226.97999572753906,36211800
2024-11-20 00:00:00+00:00,227.96896362304688,229.0,229.92999267578125,225.88999938964844,228.05999755859375,35169600
2024-11-21 00:00:00+00:00,227.4911346435547,228.52000427246094,230.16000366210938,225.7100067138672,228.8800048828125,42108300
2024-11-22 00:00:00+00:00,228.83502197265625,229.8699951171875,230.72000122070312,228.05999755859375,228.05999755859375,38168300
2024-11-25 00:00:00+00:00,231.82151794433594,232.8699951171875,233.25,229.74000549316406,231.4600067138672,90152800
2024-11-26 00:00:00+00:00,234.00167846679688,235.05999755859375,235.57000732421875,233.3300018310547,233.3300018310547,45986200
2024-11-27 00:00:00+00:00,233.8722381591797,234.92999267578125,235.69000244140625,233.80999755859375,234.47000122070312,33498400
2024-11-29 00:00:00+00:00,236.26144409179688,237.3300018310547,237.80999755859375,233.97000122070312,234.80999755859375,28481400
2024-12-02 00:00:00+00:00,238.5112762451172,239.58999633789062,240.7899932861328,237.16000366210938,237.27000427246094,48137100
2024-12-03 00:00:00+00:00,241.5574951171875,242.64999389648438,242.75999450683594,238.89999389648438,239.80999755859375,38861000
2024-12-04 00:00:00+00:00,241.91587829589844,243.00999450683594,244.11000061035156,241.25,242.8699951171875,44383900
2024-12-05 00:00:00+00:00,241.9457244873047,243.0399932861328,244.5399932861328,242.1300048828125,243.99000549316406,40033900
2024-12-06 00:00:00+00:00,241.74664306640625,242.83999633789062,244.6300048828125,242.0800018310547,242.91000366210938,36870600
2024-12-09 00:00:00+00:00,245.63902282714844,246.75,247.24000549316406,241.75,241.8300018310547,44649200
2024-12-10 00:00:00+00:00,246.65443420410156,247.77000427246094,248.2100067138672,245.33999633789062,246.88999938964844,36914800
2024-12-11 00:00:00+00:00,245.38021850585938,246.49000549316406,250.8000030517578,246.25999450683594,247.9600067138672,45205800
2024-12-12 00:00:00+00:00,246.84359741210938,247.9600067138672,248.74000549316406,245.67999267578125,246.88999938964844,32777500
2024-12-13 00:00:00+00:00,247.0128173828125,248.1300048828125,249.2899932861328,246.24000549316406,247.82000732421875,33155300
2024-12-16 00:00:00+00:00,249.9097137451172,251.0399932861328,251.3800048828125,247.64999389648438,247.99000549316406,51694800
2024-12-17 00:00:00+00:00,252.33872985839844,253.47999572753906,253.8300018310547,249.77999877929688,250.0800018310547,51356400
2024-12-18 00:00:00+00:00,246.9331817626953,248.0500030517578,254.27999877929688,247.74000549316406,252.16000366210938,56774100
2024-12-19 00:00:00+00:00,248.6653289794922,249.7899932861328,252.0,247.08999633789062,247.5,60882300
2024-12-20 00:00:00+00:00,253.34417724609375,254.49000549316406,255.0,245.69000244140625,248.0399932861328,147495300
2024-12-23 00:00:00+00:00,254.1206817626953,255.27000427246094,255.64999389648438,253.4499969482422,254.77000427246094,40858800
2024-12-24 00:00:00+00:00,257.0374755859375,258.20001220703125,258.2099914550781,255.2899932861328,255.49000549316406,23234700
2024-12-26 00:00:00+00:00,257.853759765625,259.0199890136719,260.1000061035156,257.6300048828125,258.19000244140625,27237100
2024-12-27 00:00:00+00:00,254.439208984375,255.58999633789062,258.70001220703125,253.05999755859375,257.8299865722656,42355300
2024-12-30 00:00:00+00:00,251.06448364257812,252.1999969482422,253.5,250.75,252.22999572753906,35557500
2024-12-31 00:00:00+00:00,249.29251098632812,250.4199981689453,253.27999877929688,249.42999267578125,252.44000244140625,39480700
2025-01-02 00:00:00+00:00,242.75210571289062,243.85000610351562,249.10000610351562,241.82000732421875,248.92999267578125,55740700
2025-01-03 00:00:00+00:00,242.26429748535156,243.36000061035156,244.17999267578125,241.88999938964844,243.36000061035156,40244100
2025-01-06 00:00:00+00:00,243.89691162109375,245.0,247.3300018310547,243.1999969482422,244.30999755859375,45045600
2025-01-07 00:00:00+00:00,241.11947631835938,242.2100067138672,245.5500030517578,241.35000610351562,242.97999572753906,40856000
2025-01-08 00:00:00+00:00,241.60726928710938,242.6999969482422,243.7100067138672,240.0500030517578,241.9199981689453,37628900
2025-01-10 00:00:00+00:00,235.78359985351562,236.85000610351562,240.16000366210938,233.0,240.00999450683594,61710900
2025-01-13 00:00:00+00:00,233.34463500976562,234.39999389648438,234.6699981689453,229.72000122070312,233.52999877929688,49630700
2025-01-14 00:00:00+00:00,232.2296905517578,233.27999877929688,236.1199951171875,232.47000122070312,234.75,39435300
2025-01-15 00:00:00+00:00,236.79901123046875,237.8699951171875,238.9600067138672,234.42999267578125,234.63999938964844,39832000
2025-01-16 00:00:00+00:00,227.23228454589844,228.25999450683594,238.00999450683594,228.02999877929688,237.35000610351562,71759100
2025-01-17 00:00:00+00:00,228.9445343017578,229.97999572753906,232.2899932861328,228.47999572753906,232.1199951171875,68488300
2025-01-21 00:00:00+00:00,221.6375732421875,222.63999938964844,224.4199981689453,219.3800048828125,224.0,98070400
2025-01-22 00:00:00+00:00,222.8222198486328,223.8300018310547,224.1199951171875,219.7899932861328,219.7899932861328,64126500
2025-01-23 00:00:00+00:00,222.65301513671875,223.66000366210938,227.02999877929688,222.3000030517578,224.74000549316406,60234800
2025-01-24 00:00:00+00:00,221.77694702148438,222.77999877929688,225.6300048828125,221.41000366210938,224.77999877929688,54697900
2025-01-27 00:00:00+00:00,228.82508850097656,229.86000061035156,232.14999389648438,223.97999572753906,224.02000427246094,94863400
2025-01-28 00:00:00+00:00,237.187255859375,238.25999450683594,240.19000244140625,230.80999755859375,230.85000610351562,75707600
2025-01-29 00:00:00+00:00,238.28228759765625,239.36000061035156,239.86000061035156,234.00999450683594,234.1199951171875,45486100
2025-01-30 00:00:00+00:00,236.52027893066406,237.58999633789062,240.7899932861328,237.2100067138672,238.6699981689453,55658300
2025-01-31 00:00:00+00:00,234.9374237060547,236.0,247.19000244140625,233.44000244140625,247.19000244140625,100959800
2025-02-03 00:00:00+00:00,226.9833984375,228.00999450683594,231.8300018310547,225.6999969482422,229.99000549316406,73063300
2025-02-04 00:00:00+00:00,231.75184631347656,232.8000030517578,233.1300048828125,226.64999389648438,227.25,45067300
2025-02-05 00:00:00+00:00,231.42332458496094,232.47000122070312,232.6699981689453,228.27000427246094,228.52999877929688,39620300
2025-02-06 00:00:00+00:00,232.16995239257812,233.22000122070312,233.8000030517578,230.42999267578125,231.2899932861328,29925300
2025-02-07 00:00:00+00:00,226.60513305664062,227.6300048828125,234.0,227.25999450683594,232.60000610351562,39707200
2025-02-10 00:00:00+00:00,226.8741912841797,227.64999389648438,230.58999633789062,227.1999969482422,229.57000732421875,33115600
2025-02-11 00:00:00+00:00,231.8272705078125,232.6199951171875,235.22999572753906,228.1300048828125,228.1999969482422,53718400
2025-02-12 00:00:00+00:00,236.06277465820312,236.8699951171875,236.9600067138672,230.67999267578125,231.1999969482422,45243300
2025-02-13 00:00:00+00:00,240.70689392089844,241.52999877929688,242.33999633789062,235.57000732421875,236.91000366210938,53614100
2025-02-14 00:00:00+00:00,243.76644897460938,244.60000610351562,245.5500030517578,240.99000549316406,241.25,40896200
2025-02-18 00:00:00+00:00,243.6368865966797,244.47000122070312,245.17999267578125,241.83999633789062,244.14999389648438,48822500
2025-02-19 00:00:00+00:00,244.03550720214844,244.8699951171875,246.00999450683594,243.16000366210938,244.66000366210938,32204200
2025-02-20 00:00:00+00:00,244.99224853515625,245.8300018310547,246.77999877929688,244.2899932861328,244.94000244140625,32316900
2025-02-21 00:00:00+00:00,244.71319580078125,245.5500030517578,248.69000244140625,245.22000122070312,245.9499969482422,53197400
2025-02-24 00:00:00+00:00,246.25791931152344,247.10000610351562,248.86000061035156,244.4199981689453,244.92999267578125,51326400
2025-02-25 00:00:00+00:00,246.1981201171875,247.0399932861328,250.0,244.91000366210938,248.0,48013300
2025-02-26 00:00:00+00:00,239.5408935546875,240.36000061035156,244.97999572753906,239.1300048828125,244.3300018310547,44433600
2025-02-27 00:00:00+00:00,236.49131774902344,237.3000030517578,242.4600067138672,237.05999755859375,239.41000366210938,41153600
2025-02-28 00:00:00+00:00,241.01583862304688,241.83999633789062,242.08999633789062,230.1999969482422,236.9499969482422,56833400
2025-03-03 00:00:00+00:00,237.2188262939453,238.02999877929688,244.02999877929688,236.11000061035156,241.7899932861328,47184000
2025-03-04 00:00:00+00:00,235.1259765625,235.92999267578125,240.07000732421875,234.67999267578125,237.7100067138672,53798100
2025-03-05 00:00:00+00:00,234.93663024902344,235.74000549316406,236.5500030517578,229.22999572753906,235.4199981689453,47227600
2025-03-06 00:00:00+00:00,234.52804565429688,235.3300018310547,237.86000061035156,233.16000366210938,234.44000244140625,45170400
2025-03-07 00:00:00+00:00,238.2552947998047,239.07000732421875,241.3699951171875,234.75999450683594,235.11000061035156,46273600
2025-03-10 00:00:00+00:00,226.70477294921875,227.47999572753906,236.16000366210938,224.22000122070312,235.5399932861328,72071200
2025-03-11 00:00:00+00:00,220.08740234375,220.83999633789062,225.83999633789062,217.4499969482422,223.80999755859375,76137400
2025-03-12 00:00:00+00:00,216.2405548095703,216.97999572753906,221.75,214.91000366210938,220.13999938964844,62547500
2025-03-13 00:00:00+00:00,208.96542358398438,209.67999267578125,216.83999633789062,208.4199981689453,215.9499969482422,61368300
2025-03-14 00:00:00+00:00,212.762451171875,213.49000549316406,213.9499969482422,209.5800018310547,211.25,60107600
2025-03-17 00:00:00+00:00,213.2707061767578,214.0,215.22000122070312,209.97000122070312,213.30999755859375,48073400
2025-03-18 00:00:00+00:00,211.96519470214844,212.69000244140625,215.14999389648438,211.49000549316406,214.16000366210938,42432400
2025-03-19 00:00:00+00:00,214.50648498535156,215.24000549316406,218.75999450683594,213.75,214.22000122070312,54385400
2025-03-20 00:00:00+00:00,213.37039184570312,214.10000610351562,217.49000549316406,212.22000122070312,213.99000549316406,48862900
2025-03-21 00:00:00+00:00,217.5261688232422,218.27000427246094,218.83999633789062,211.27999877929688,211.55999755859375,94127800
2025-03-24 00:00:00+00:00,219.97776794433594,220.72999572753906,221.47999572753906,218.5800018310547,221.0,44299500
2025-03-25 00:00:00+00:00,222.98748779296875,223.75,224.10000610351562,220.0800018310547,220.77000427246094,34493600
2025-03-26 00:00:00+00:00,220.77505493164062,221.52999877929688,225.02000427246094,220.47000122070312,223.50999450683594,34466100
2025-03-27 00:00:00+00:00,223.08717346191406,223.85000610351562,224.99000549316406,220.55999755859375,221.38999938964844,37094800
2025-03-28 00:00:00+00:00,217.1574249267578,217.89999389648438,223.80999755859375,217.67999267578125,221.6699981689453,39818600
2025-03-31 00:00:00+00:00,221.37301635742188,222.1300048828125,225.6199951171875,216.22999572753906,217.00999450683594,65299300
2025-04-01 00:00:00+00:00,222.4293975830078,223.19000244140625,223.67999267578125,218.89999389648438,219.80999755859375,36412700
2025-04-02 00:00:00+00:00,223.12701416015625,223.88999938964844,225.19000244140625,221.02000427246094,221.32000732421875,35905900
2025-04-03 00:00:00+00:00,202.49754333496094,203.19000244140625,207.49000549316406,201.25,205.5399932861328,103419000
2025-04-04 00:00:00+00:00,187.738037109375,188.3800048828125,199.8800048828125,187.33999633789062,193.88999938964844,125910900
2025-04-07 00:00:00+00:00,180.84161376953125,181.4600067138672,194.14999389648438,174.6199951171875,177.1999969482422,160466300
2025-04-08 00:00:00+00:00,171.83241271972656,172.4199981689453,190.33999633789062,169.2100067138672,186.6999969482422,120859500
2025-04-09 00:00:00+00:00,198.17236328125,198.85000610351562,200.61000061035156,171.88999938964844,171.9499969482422,184395900
2025-04-10 00:00:00+00:00,189.7710723876953,190.4199981689453,194.77999877929688,183.0,189.07000732421875,121880000
2025-04-11 00:00:00+00:00,197.4747314453125,198.14999389648438,199.5399932861328,186.05999755859375,186.10000610351562,87435900
2025-04-14 00:00:00+00:00,201.82984924316406,202.52000427246094,212.94000244140625,201.16000366210938,211.44000244140625,101352900
2025-04-15 00:00:00+00:00,201.4511260986328,202.13999938964844,203.50999450683594,199.8000030517578,201.86000061035156,51343900
2025-04-16 00:00:00+00:00,193.6079559326172,194.27000427246094,200.6999969482422,192.3699951171875,198.36000061035156,59732400
2025-04-17 00:00:00+00:00,196.3087158203125,196.97999572753906,198.8300018310547,194.4199981689453,197.1999969482422,52164700
2025-04-21 00:00:00+00:00,192.50173950195312,193.16000366210938,193.8000030517578,189.80999755859375,193.27000427246094,46742500
2025-04-22 00:00:00+00:00,199.059326171875,199.74000549316406,201.58999633789062,195.97000122070312,196.1199951171875,52976400
2025-04-23 00:00:00+00:00,203.9027557373047,204.60000610351562,208.0,202.8000030517578,206.0,52929200
2025-04-24 00:00:00+00:00,207.659912109375,208.3699951171875,208.8300018310547,202.94000244140625,204.88999938964844,47311000
2025-04-25 00:00:00+00:00,208.56680297851562,209.27999877929688,209.75,206.1999969482422,206.3699951171875,38222300
2025-04-28 00:00:00+00:00,209.4238739013672,210.13999938964844,211.5,207.4600067138672,210.0,38743100
2025-04-29 00:00:00+00:00,210.490234375,211.2100067138672,212.24000549316406,208.3699951171875,208.69000244140625,36827600
2025-04-30 00:00:00+00:00,211.7758331298828,212.5,213.5800018310547,206.6699981689453,209.3000030517578,52286500
2025-05-01 00:00:00+00:00,212.59304809570312,213.32000732421875,214.55999755859375,208.89999389648438,209.0800018310547,57365700
2025-05-02 00:00:00+00:00,204.6501922607422,205.35000610351562,206.99000549316406,202.16000366210938,206.08999633789062,101010600
2025-05-05 00:00:00+00:00,198.21221923828125,198.88999938964844,204.10000610351562,198.2100067138672,203.10000610351562,69018500
2025-05-06 00:00:00+00:00,197.83349609375,198.50999450683594,200.64999389648438,197.02000427246094,198.2100067138672,51216500
2025-05-07 00:00:00+00:00,195.58120727539062,196.25,199.44000244140625,193.25,199.1699981689453,68536700
2025-05-08 00:00:00+00:00,196.81698608398438,197.49000549316406,200.0500030517578,194.67999267578125,197.72000122070312,50478900
2025-05-09 00:00:00+00:00,197.8534393310547,198.52999877929688,200.5399932861328,197.5399932861328,199.0,36453900
2025-05-12 00:00:00+00:00,210.34713745117188,210.7899932861328,211.27000427246094,206.75,210.97000122070312,63775800
2025-05-13 00:00:00+00:00,212.48263549804688,212.92999267578125,213.39999389648438,209.0,210.42999267578125,51909300
2025-05-14 00:00:00+00:00,211.88389587402344,212.3300018310547,213.94000244140625,210.5800018310547,212.42999267578125,49325800
2025-05-15 00:00:00+00:00,211.00575256347656,211.4499969482422,212.9600067138672,209.5399932861328,210.9499969482422,45029500
2025-05-16 00:00:00+00:00,210.81614685058594,211.25999450683594,212.57000732421875,209.77000427246094,212.36000061035156,54737900
2025-05-19 00:00:00+00:00,208.3413543701172,208.77999877929688,209.47999572753906,204.25999450683594,207.91000366210938,46140500
2025-05-20 00:00:00+00:00,206.42539978027344,206.86000061035156,208.47000122070312,205.02999877929688,207.6699981689453,42496600
2025-05-21 00:00:00+00:00,201.6654052734375,202.08999633789062,207.0399932861328,200.7100067138672,205.1699981689453,59211800
2025-05-22 00:00:00+00:00,200.9369354248047,201.36000061035156,202.75,199.6999969482422,200.7100067138672,46742400
2025-05-23 00:00:00+00:00,194.85975646972656,195.27000427246094,197.6999969482422,193.4600067138672,193.6699981689453,78432900
2025-05-27 00:00:00+00:00,199.78936767578125,200.2100067138672,200.74000549316406,197.42999267578125,198.3000030517578,56288500
2025-05-28 00:00:00+00:00,199.99891662597656,200.4199981689453,202.72999572753906,199.89999389648438,200.58999633789062,45339700
2025-05-29 00:00:00+00:00,199.5299072265625,199.9499969482422,203.80999755859375,198.50999450683594,203.5800018310547,51396800
2025-05-30 00:00:00+00:00,200.4280242919922,200.85000610351562,201.9600067138672,196.77999877929688,199.3699951171875,70819900
2025-06-02 00:00:00+00:00,201.27622985839844,201.6999969482422,202.1300048828125,200.1199951171875,200.27999877929688,35423300
2025-06-03 00:00:00+00:00,202.84292602539062,203.27000427246094,203.77000427246094,200.9600067138672,201.35000610351562,46381600
2025-06-04 00:00:00+00:00,202.39389038085938,202.82000732421875,206.24000549316406,202.10000610351562,202.91000366210938,43604000
2025-06-05 00:00:00+00:00,200.20849609375,200.6300048828125,204.75,200.14999389648438,203.5,55126100
2025-06-06 00:00:00+00:00,203.49156188964844,203.9199981689453,205.6999969482422,202.0500030517578,203.0,46607700
2025-06-09 00:00:00+00:00,201.02676391601562,201.4499969482422,206.0,200.02000427246094,204.38999938964844,72862600
2025-06-10 00:00:00+00:00,202.2441864013672,202.6699981689453,204.35000610351562,200.57000732421875,200.60000610351562,54672600
2025-06-11 00:00:00+00:00,198.36236572265625,198.77999877929688,204.5,198.41000366210938,203.5,60989900
2025-06-12 00:00:00+00:00,198.78147888183594,199.1999969482422,199.67999267578125,197.36000061035156,199.0800018310547,43904600
2025-06-13 00:00:00+00:00,196.03726196289062,196.4499969482422,200.3699951171875,195.6999969482422,199.72999572753906,51447300
2025-06-16 00:00:00+00:00,198.0031280517578,198.4199981689453,198.69000244140625,196.55999755859375,197.3000030517578,43020700
2025-06-17 00:00:00+00:00,195.2289581298828,195.63999938964844,198.38999938964844,195.2100067138672,197.1999969482422,38856200
2025-06-18 00:00:00+00:00,196.16697692871094,196.5800018310547,197.57000732421875,195.07000732421875,195.94000244140625,45394700
2025-06-20 00:00:00+00:00,200.57769775390625,201.0,201.6999969482422,196.86000061035156,198.24000549316406,96813500
2025-06-23 00:00:00+00:00,201.07666015625,201.5,202.3000030517578,198.9600067138672,201.6300048828125,55814300
2025-06-24 00:00:00+00:00,199.87918090820312,200.3000030517578,203.44000244140625,200.1999969482422,202.58999633789062,54064000
2025-06-25 00:00:00+00:00,201.13653564453125,201.55999755859375,203.6699981689453,200.6199951171875,201.4499969482422,39525700
2025-06-26 00:00:00+00:00,200.57769775390625,201.0,202.63999938964844,199.4600067138672,201.42999267578125,50799100
2025-06-27 00:00:00+00:00,200.65753173828125,201.0800018310547,203.22000122070312,200.0,201.88999938964844,73188600
2025-06-30 00:00:00+00:00,204.7389373779297,205.1699981689453,207.38999938964844,199.25999450683594,202.00999450683594,91912800
2025-07-01 00:00:00+00:00,207.3833770751953,207.82000732421875,210.19000244140625,206.13999938964844,206.6699981689453,78788900
2025-07-02 00:00:00+00:00,211.99366760253906,212.44000244140625,213.33999633789062,208.13999938964844,208.91000366210938,67941800
2025-07-03 00:00:00+00:00,213.10134887695312,213.5500030517578,214.64999389648438,211.80999755859375,212.14999389648438,34955800
2025-07-07 00:00:00+00:00,209.50889587402344,209.9499969482422,216.22999572753906,208.8000030517578,212.67999267578125,50229000
2025-07-08 00:00:00+00:00,209.5687713623047,210.00999450683594,211.42999267578125,208.4499969482422,210.10000610351562,42848900
2025-07-09 00:00:00+00:00,210.69639587402344,211.13999938964844,211.3300018310547,207.22000122070312,209.52999877929688,48749400
2025-07-10 00:00:00+00:00,211.96372985839844,212.41000366210938,213.47999572753906,210.02999877929688,210.50999450683594,44443600
2025-07-11 00:00:00+00:00,210.7163543701172,211.16000366210938,212.1300048828125,209.86000061035156,210.57000732421875,39765800
2025-07-14 00:00:00+00:00,208.1816864013672,208.6199951171875,210.91000366210938,207.5399932861328,209.92999267578125,38840100
2025-07-15 00:00:00+00:00,208.67066955566406,209.11000061035156,211.88999938964844,208.9199981689453,209.22000122070312,42296300
2025-07-16 00:00:00+00:00,209.71847534179688,210.16000366210938,212.39999389648438,208.63999938964844,210.3000030517578,47490500
2025-07-17 00:00:00+00:00,209.57875061035156,210.02000427246094,211.8000030517578,209.58999633789062,210.57000732421875,48068100
2025-07-18 00:00:00+00:00,210.73631286621094,211.17999267578125,211.7899932861328,209.6999969482422,210.8699951171875,48974600
2025-07-21 00:00:00+00:00,212.0335693359375,212.47999572753906,215.77999877929688,211.6300048828125,212.10000610351562,51377400
2025-07-22 00:00:00+00:00,213.94955444335938,214.39999389648438,214.9499969482422,212.22999572753906,213.13999938964844,46404100
2025-07-23 00:00:00+00:00,213.7000732421875,214.14999389648438,215.14999389648438,212.41000366210938,215.0,46989300
2025-07-24 00:00:00+00:00,213.31088256835938,213.75999450683594,215.69000244140625,213.52999877929688,213.89999389648438,46022600
2025-07-25 00:00:00+00:00,213.43064880371094,213.8800048828125,215.24000549316406,213.39999389648438,214.6999969482422,40268800
2025-07-28 00:00:00+00:00,213.6002960205078,214.0500030517578,214.85000610351562,213.05999755859375,214.02999877929688,37858000
2025-07-29 00:00:00+00:00,210.8261260986328,211.27000427246094,214.80999755859375,210.82000732421875,214.17999267578125,51411700
2025-07-30 00:00:00+00:00,208.6107940673828,209.0500030517578,212.38999938964844,207.72000122070312,211.89999389648438,45512500
2025-07-31 00:00:00+00:00,207.1339111328125,207.57000732421875,209.83999633789062,207.16000366210938,208.49000549316406,80698400
2025-08-01 00:00:00+00:00,201.95481872558594,202.3800048828125,213.5800018310547,201.5,210.8699951171875,104434500
2025-08-04 00:00:00+00:00,202.9227752685547,203.35000610351562,207.8800048828125,201.67999267578125,204.50999450683594,75109300
2025-08-05 00:00:00+00:00,202.49366760253906,202.9199981689453,205.33999633789062,202.16000366210938,203.39999389648438,44155100
2025-08-06 00:00:00+00:00,212.80197143554688,213.25,215.3800048828125,205.58999633789062,205.6300048828125,108483100
2025-08-07 00:00:00+00:00,219.56771850585938,220.02999877929688,220.85000610351562,216.5800018310547,218.8800048828125,90224800
2025-08-08 00:00:00+00:00,228.86814880371094,229.35000610351562,231.0,219.25,220.8300018310547,113854000
2025-08-11 00:00:00+00:00,226.95997619628906,227.17999267578125,229.55999755859375,224.75999450683594,227.9199981689453,61806100
2025-08-12 00:00:00+00:00,229.42758178710938,229.64999389648438,230.8000030517578,227.07000732421875,228.00999450683594,55626200
2025-08-13 00:00:00+00:00,233.10403442382812,233.3300018310547,235.0,230.42999267578125,231.07000732421875,69878500
2025-08-14 00:00:00+00:00,232.5545654296875,232.77999877929688,235.1199951171875,230.85000610351562,234.05999755859375,51916300
2025-08-15 00:00:00+00:00,231.36570739746094,231.58999633789062,234.27999877929688,229.33999633789062,234.0,56038700
2025-08-18 00:00:00+00:00,230.66639709472656,230.88999938964844,233.1199951171875,230.11000061035156,231.6999969482422,37476200
2025-08-19 00:00:00+00:00,230.3367156982422,230.55999755859375,232.8699951171875,229.35000610351562,231.27999877929688,39402600
2025-08-20 00:00:00+00:00,225.79110717773438,226.00999450683594,230.47000122070312,225.77000427246094,229.97999572753906,42263900
2025-08-21 00:00:00+00:00,224.68218994140625,224.89999389648438,226.52000427246094,223.77999877929688,226.27000427246094,30621200
2025-08-22 00:00:00+00:00,227.53941345214844,227.75999450683594,229.08999633789062,225.41000366210938,226.1699981689453,42477800
2025-08-25 00:00:00+00:00,226.94000244140625,227.16000366210938,229.3000030517578,226.22999572753906,226.47999572753906,30983100
2025-08-26 00:00:00+00:00,229.08792114257812,229.30999755859375,229.49000549316406,224.69000244140625,226.8699951171875,54575100
2025-08-27 00:00:00+00:00,230.26678466796875,230.49000549316406,230.89999389648438,228.25999450683594,228.61000061035156,31259500
2025-08-28 00:00:00+00:00,232.33477783203125,232.55999755859375,233.41000366210938,229.33999633789062,230.82000732421875,38074700
2025-08-29 00:00:00+00:00,231.91517639160156,232.13999938964844,233.3800048828125,231.3699951171875,232.50999450683594,39418400
2025-09-02 00:00:00+00:00,229.49752807617188,229.72000122070312,230.85000610351562,226.97000122070312,229.25,44075600
2025-09-03 00:00:00+00:00,238.2390594482422,238.47000122070312,238.85000610351562,234.36000061035156,237.2100067138672,66427800
2025-09-04 00:00:00+00:00,239.5477752685547,239.77999877929688,239.89999389648438,236.74000549316406,238.4499969482422,47549400
2025-09-05 00:00:00+00:00,239.45787048339844,239.69000244140625,241.32000732421875,238.49000549316406,240.0,54870400
2025-09-08 00:00:00+00:00,237.64962768554688,237.8800048828125,240.14999389648438,236.33999633789062,239.3000030517578,48999500
2025-09-09 00:00:00+00:00,234.123046875,234.35000610351562,238.77999877929688,233.36000061035156,237.0,66313900
2025-09-10 00:00:00+00:00,226.5703582763672,226.7899932861328,232.4199981689453,225.9499969482422,232.19000244140625,83440800
2025-09-11 00:00:00+00:00,229.80722045898438,230.02999877929688,230.4499969482422,226.64999389648438,226.8800048828125,50208600
2025-09-12 00:00:00+00:00,233.84332275390625,234.07000732421875,234.50999450683594,229.02000427246094,229.22000122070312,55824200
2025-09-15 00:00:00+00:00,236.47076416015625,236.6999969482422,238.19000244140625,235.02999877929688,237.0,42699500
2025-09-16 00:00:00+00:00,237.9193572998047,238.14999389648438,241.22000122070312,236.32000732421875,237.17999267578125,63421100
